City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,ghadamis,30.1337,9.5007,310.57,11,0,3.56,LY,1690225537
364,lorengau,-2.0226,147.2712,297.9,91,100,2.24,PG,1690225538
365,medicine hat,50.0501,-110.6683,308.39,18,20,2.06,CA,1690225538
366,figuig (centre),32.1089,-1.2286,310.99,9,58,1.85,MA,1690225538
367,krasnyy chikoy,50.3643,108.7512,285.03,97,88,0.95,RU,1690225539
368,xinshi,31.047,113.141,299.48,90,100,0.62,CN,1690225539
369,saint-joseph,-21.3667,55.6167,293.36,83,39,3.15,RE,1690225539
370,jisr ash shughur,35.8143,36.3206,301.59,45,0,3.01,SY,1690225539
371,aleksandrovsk-sakhalinskiy,50.8975,142.1561,288.78,96,73,1.3,RU,1690225540
372,teluk nibung,3.001,99.8164,297.94,94,34,2.12,ID,1690225540
373,ust'-barguzin,53.45,108.9833,286.62,99,100,0.55,RU,1690225540
374,robore,-18.3333,-59.75,305.2,45,0,7.72,BO,1690225540
375,yevpatoriya,45.1972,33.3558,295.48,62,0,3.71,UA,1690225540
376,daru,-9.0763,143.2092,297.19,73,100,2.74,PG,1690225082
377,kavieng,-2.5744,150.7967,300.45,78,100,4.51,PG,1690224980
378,kitimat,54.0524,-128.6534,288.36,58,100,1.44,CA,1690225115
379,pangkalanbuun,-2.6833,111.6167,295.89,97,11,1.31,ID,1690225541
380,bay harbor,30.1471,-85.6146,305.19,76,10,2.68,US,1690225541
381,whitecourt,54.1502,-115.6855,294.73,78,75,4.63,CA,1690225541
382,nogliki,51.8333,143.1667,286.62,92,100,2.05,RU,1690225542
383,mahbubnagar,16.7333,77.9833,296.09,93,100,6.38,IN,1690225542
384,tadine,-21.55,167.8833,292.33,69,100,5.15,NC,1690225542
385,santa ana,33.7456,-117.8678,313.07,61,20,3.09,US,1690225202
386,ergani,38.2653,39.7621,300.8,33,0,7.6,TR,1690225542
387,tommot,58.9564,126.2925,289.65,91,100,0.71,RU,1690225542
388,saint-pierre,-21.3393,55.4781,293.97,78,0,3.09,RE,1690225078
389,windhoek,-22.5594,17.0832,294.26,26,0,1.03,NA,1690225445
390,horsham,51.064,-0.3272,289.88,72,0,1.54,GB,1690225543
391,ondjiva,-17.0667,15.7333,296.17,27,12,1.03,AO,1690225015
392,rio preto da eva,-2.6994,-59.6997,309.52,28,17,1.57,BR,1690225543
393,puerto real,36.5282,-6.1901,299.6,78,0,6.69,ES,1690225543
394,bowen,-20.0167,148.2333,285.59,79,3,3.37,AU,1690225543
395,conduaga,8.862,117.4893,299.51,89,100,5.21,PH,1690225094
396,sao joao da barra,-21.6403,-41.0511,299.2,73,0,6.01,BR,1690225543
397,arkhangel'sk,64.5401,40.5433,285.13,95,42,2.11,RU,1690225543
398,portland,45.5234,-122.6762,296.06,66,100,2.68,US,1690225240
399,pereslavl'-zalesskiy,56.7393,38.8563,284.93,98,42,2.41,RU,1690225544
400,laguna,38.421,-121.4238,305.42,39,0,4.63,US,1690225544
401,sao luis de montes belos,-16.525,-50.3722,304.51,22,0,1.73,BR,1690225544
402,beloyarskiy,63.7119,66.6722,289.42,92,100,0.87,RU,1690225544
403,novoishimskiy,53.1981,66.7694,290.97,57,100,0.89,KZ,1690225544
404,freetown,8.484,-13.2299,301.99,74,75,3.6,SL,1690225544
405,cockburn town,21.4612,-71.1419,304.13,62,40,5.66,TC,1690225544
406,pecos,31.4229,-103.4932,312.2,15,0,6.69,US,1690225545
407,kandi,11.1342,2.9386,299.2,78,98,1.16,BJ,1690225545
408,aioun,16.6614,-9.6149,309.66,35,59,0.41,MR,1690225545
409,east grand forks,47.93,-97.0245,303.72,56,20,3.6,US,1690225545
410,galesong,-5.3166,119.3661,295.16,78,1,3.39,ID,1690225545
411,okha,53.5739,142.9478,287.78,84,100,1.91,RU,1690224997
412,bejaia,36.7559,5.0843,300.75,83,1,3.6,DZ,1690225545
413,potosi,-19.5836,-65.7531,287.63,23,0,4.12,BO,1690225545
414,sao jose da coroa grande,-8.8978,-35.1478,298.03,78,15,4.99,BR,1690225546
415,laojunmiao,39.8333,97.7333,297.05,18,70,3.88,CN,1690225546
416,mahe,11.7,75.5333,297.82,88,100,1.57,IN,1690225546
417,tidjikja,18.5564,-11.4271,309.33,30,28,3.66,MR,1690225546
418,tangalle,6.024,80.7911,300.24,89,91,4.39,LK,1690225546
419,fort st. john,56.2499,-120.8529,289.09,82,75,0.0,CA,1690225546
420,prince rupert,54.3161,-130.3201,288.98,92,20,2.06,CA,1690225546
421,carnarvon,-24.8667,113.6333,288.97,76,4,4.87,AU,1690225135
422,flin flon,54.7682,-101.865,299.06,44,20,3.6,CA,1690225547
423,port isabel,26.0734,-97.2086,310.17,71,75,6.17,US,1690225547
424,yumbe,3.4651,31.2469,292.72,85,100,0.92,UG,1690225547
425,custodia,-8.0875,-37.6431,299.91,46,88,7.6,BR,1690225547
426,klyuchi,52.2667,79.1667,293.64,57,7,3.95,RU,1690225276
427,peoria heights,40.7473,-89.574,304.28,55,0,2.06,US,1690225547
428,pangody,65.85,74.4859,291.34,82,15,3.18,RU,1690225547
429,sooke,48.3746,-123.7276,290.69,86,100,1.54,CA,1690225547
430,ifakara,-8.1333,36.6833,295.99,58,28,1.25,TZ,1690225547
431,coquimbo,-29.9533,-71.3436,290.0,72,0,4.63,CL,1690224835
432,taoudenni,22.6783,-3.9836,317.08,10,59,2.32,ML,1690225548
433,nong phai,15.9903,101.0618,298.24,90,100,1.01,TH,1690225548
434,zouerate,22.7187,-12.4521,310.29,14,5,6.14,MR,1690225548
435,nguigmi,14.2495,13.1092,304.82,49,33,3.03,NE,1690225119
436,dudinka,69.4058,86.1778,286.83,72,40,3.77,RU,1690224952
437,skagen,57.7209,10.5839,287.89,89,100,11.53,DK,1690225548
438,ciudad lazaro cardenas,17.9583,-102.2,305.45,55,99,0.87,MX,1690225548
439,almus,40.3758,36.9044,290.09,95,100,3.0,TR,1690225549
440,hondo,32.45,130.2,298.83,84,2,1.57,JP,1690225549
441,mugia,43.1041,-9.2179,293.66,70,100,5.13,ES,1690225036
442,asau,46.4333,26.4,297.66,61,7,2.85,RO,1690225549
443,mezhdurechenskiy,59.6,65.9333,287.61,91,100,2.85,RU,1690225549
444,ola,59.5833,151.2833,286.6,69,2,1.5,RU,1690225104
445,dalhart,36.0595,-102.5133,311.19,16,4,8.57,US,1690225320
446,ramon castilla,-4.2569,-69.9594,302.29,74,40,2.06,PE,1690225404
447,yuzhno-kurilsk,44.0306,145.8556,290.21,99,100,2.15,RU,1690225549
448,adam,22.3756,57.5233,302.95,61,100,2.68,OM,1690225179
449,ladario,-19.0047,-57.6017,305.31,35,20,3.6,BR,1690225550
450,el jadid,33.2549,-8.506,295.29,81,15,6.25,MA,1690225258
451,gizo,-8.103,156.8419,299.42,85,100,7.55,SB,1690225550
452,okhotsk,59.3833,143.3,287.72,73,3,1.31,RU,1690225550
453,itapirapua,-15.8233,-50.6133,306.96,20,0,2.08,BR,1690225550
454,isla mujeres,21.2311,-86.731,306.02,73,19,4.97,MX,1690225314
455,laurentides,46.4334,-74.9826,297.99,59,100,2.13,CA,1690225551
456,znamenskoye,57.1281,73.8282,288.05,98,92,2.12,RU,1690225551
457,nyala,12.05,24.8833,301.91,49,100,7.89,SD,1690225551
458,mount isa,-20.7333,139.5,285.02,58,37,7.2,AU,1690225551
459,ebolowa,2.9,11.15,294.15,99,100,1.64,CM,1690225551
460,bam,29.106,58.357,306.48,10,100,3.88,IR,1690225551
461,avenal,36.0041,-120.129,307.34,16,99,1.14,US,1690225551
462,tamala,52.541,43.2515,288.64,80,62,2.27,RU,1690225551
463,mahina,-17.5065,-149.489,300.02,83,75,6.69,PF,1690225552
464,suwayr,30.1171,40.3893,309.67,13,0,4.5,SA,1690225552
465,fisterra,42.9049,-9.2629,293.57,74,100,6.47,ES,1690225552
466,turabah,21.2141,41.6331,304.3,15,85,7.92,SA,1690225302
467,sumbawa besar,-8.5,117.4333,293.97,94,16,2.22,ID,1690225552
468,constantia,44.1833,28.65,298.54,71,0,8.89,RO,1690225344
469,kapuskasing,49.4169,-82.4331,295.2,49,75,4.63,CA,1690225440
470,severo-yeniseyskiy,60.3725,93.0408,286.53,94,35,0.93,RU,1690224982
471,buaran,-7.05,109.55,296.17,86,8,1.61,ID,1690225552
472,palmer,42.1584,-72.3287,303.95,52,75,7.72,US,1690225553
473,lesnoy,57.6198,63.0784,287.76,79,13,1.93,RU,1690225553
474,karoi,-16.8099,29.6925,288.61,43,0,0.93,ZW,1690225553
475,anloga,5.7947,0.8973,298.53,86,100,5.4,GH,1690225553
476,snowflake,34.5134,-110.0785,308.67,13,10,6.26,US,1690225553
477,lexington,37.9887,-84.4777,304.34,56,20,6.69,US,1690225455
478,manacapuru,-3.2997,-60.6206,307.98,36,5,0.14,BR,1690225529
479,sebdou,34.637,-1.3314,300.76,30,3,2.8,DZ,1690225553
480,sanchor,24.7553,71.7722,302.86,76,100,5.06,IN,1690225554
481,pop,40.8736,71.1089,303.42,26,0,2.47,UZ,1690225554
482,santa ana de yacuma,-13.75,-65.4333,307.12,36,40,5.14,BO,1690225554
483,namtsy,62.7161,129.6658,291.46,79,7,1.83,RU,1690225554
484,tutoia,-2.7619,-42.2744,301.45,68,58,4.61,BR,1690225272
485,thurso,58.5927,-3.5259,284.29,81,100,5.22,GB,1690225554
486,petauke,-14.2426,31.3253,292.51,46,0,3.45,ZM,1690225554
487,zapala,-38.8992,-70.0544,277.64,63,100,5.06,AR,1690225554
488,shiyan,32.6475,110.7781,298.81,95,82,0.26,CN,1690225555
489,uturoa,-16.7333,-151.4333,299.79,82,17,6.3,PF,1690225555
490,prineville,44.2999,-120.8345,301.37,38,0,2.57,US,1690225555
491,suez,29.9737,32.5263,304.82,32,0,4.87,EG,1690225555
492,praia da vitoria,38.7333,-27.0667,298.29,78,40,5.51,PT,1690225555
493,fonte boa,-2.4959,-66.2662,307.25,37,10,1.59,BR,1690225555
494,padang,-0.9492,100.3543,297.18,79,65,1.53,ID,1690225555
495,boca do acre,-8.7522,-67.3978,309.98,23,0,1.1,BR,1690225555
496,mcrae,32.068,-82.9007,305.34,40,78,2.42,US,1690225555
497,mimoso do sul,-21.0642,-41.3664,298.17,58,0,3.24,BR,1690225556
498,sisimiut,66.9395,-53.6735,282.36,75,55,5.96,GL,1690225556
499,kailua-kona,19.6406,-155.9956,301.76,78,20,2.06,US,1690225034
500,gueret,46.1667,1.8667,290.94,66,100,3.75,FR,1690225556
501,rosarito,32.3333,-117.0333,306.28,73,40,4.43,MX,1690225556
502,mata-utu,-13.2816,-176.1745,299.89,74,100,8.34,WF,1690225556
503,nacozari de garcia,30.3742,-109.6908,309.23,20,0,1.75,MX,1690225556
504,cadale,2.7603,46.3222,298.44,81,80,9.03,SO,1690225556
505,korla,41.7597,86.1469,301.82,32,100,5.42,CN,1690225556
506,fale old settlement,-9.3852,-171.2468,301.88,71,9,7.85,TK,1690225557
507,tatarsk,55.219,75.9828,288.36,90,6,3.34,RU,1690225557
508,bay roberts,47.5999,-53.2648,298.51,88,99,5.73,CA,1690225496
509,upata,8.0086,-62.3989,298.87,80,100,1.79,VE,1690225557
510,al kharijah,25.4514,30.5464,307.5,14,5,4.22,EG,1690225557
511,fort dodge,42.4975,-94.168,305.67,45,0,3.09,US,1690225557
512,nueva loja,0.0847,-76.8828,300.16,78,75,4.12,EC,1690225557
513,nalut,30.3333,10.85,309.21,10,0,4.98,LY,1690225557
514,badami,15.915,75.6768,296.02,90,100,7.45,IN,1690225558
515,czarne,53.6842,16.9383,291.11,88,100,2.6,PL,1690225332
516,berdigestyakh,62.0989,126.6992,291.34,80,42,1.36,RU,1690225558
517,kargasok,59.0556,80.8572,288.74,93,13,2.41,RU,1690225558
518,cova figueira,14.8905,-24.2934,296.53,80,100,5.03,CV,1690225558
519,upington,-28.4478,21.2561,286.36,26,0,1.03,ZA,1690225345
520,arraial do cabo,-22.9661,-42.0278,299.13,73,0,9.26,BR,1690225558
521,hilo,19.7297,-155.09,300.0,86,100,2.57,US,1690225558
522,tazacorte,28.629,-17.9293,296.69,83,40,5.66,ES,1690225559
523,sarila,25.7667,79.6833,306.49,54,99,3.36,IN,1690225559
524,ulanhot,46.0833,122.0833,292.26,88,100,1.08,CN,1690225559
525,san julian,21.0167,-102.1667,299.13,35,65,3.56,MX,1690225560
526,la'ie,21.6477,-157.9253,301.13,74,50,6.95,US,1690225560
527,bondo,3.8146,23.6866,294.54,96,92,1.12,CD,1690225560
528,kegeyli shahar,42.7767,59.6078,305.2,19,5,4.33,UZ,1690225561
529,lazaro cardenas,17.9583,-102.2,305.45,55,99,0.87,MX,1690225561
530,altai,46.3722,96.2583,287.39,39,77,0.88,MN,1690225103
531,nemuro,43.3236,145.575,289.31,95,100,5.62,JP,1690225561
532,badiyah,22.45,58.8,301.79,68,100,0.52,OM,1690225562
533,barra de santo antonio,-9.4047,-35.5072,299.75,80,6,4.48,BR,1690225562
534,grand baie,-20.0182,57.5802,296.41,80,12,4.79,MU,1690225563
535,puerto carreno,6.189,-67.4859,303.14,66,40,2.06,CO,1690225563
536,playas,-2.6333,-80.3833,300.18,72,31,5.55,EC,1690225563
537,northam,51.0333,-4.2167,289.6,77,13,5.43,GB,1690225563
538,wanning,18.8003,110.3967,300.19,82,100,0.55,CN,1690225090
539,owando,-0.4819,15.8999,298.74,69,64,0.8,CG,1690225564
540,port moresby,-9.4431,147.1797,293.83,94,75,1.54,PG,1690225564
541,chegdomyn,51.1167,133.0167,290.9,98,100,1.3,RU,1690225564
542,mana,5.6592,-53.7767,300.17,84,99,4.44,GF,1690225565
543,muynoq,43.7683,59.0214,302.35,40,5,3.42,UZ,1690225565
544,torghay,49.6339,63.4981,300.81,24,56,5.3,KZ,1690225565
545,tindouf,27.6711,-8.1474,316.4,13,14,4.12,DZ,1690225566
546,dubbo,-32.25,148.6167,277.22,87,0,5.14,AU,1690225451
547,iguatemi,-23.6803,-54.5611,302.41,32,18,3.94,BR,1690225566
548,ripky,51.801,31.0838,294.88,89,100,3.82,UA,1690225566
549,saldanha,-33.0117,17.9442,279.18,69,0,4.78,ZA,1690225168
550,toliara,-23.35,43.6667,292.39,77,6,2.05,MG,1690225566
